items.name,items.quantity,items.price,storeLocation,customer.gender,purchaseMethod,saleDate
,,,San Diego,F,In store,2014-04-03T16:26:48.400Z
,,,Seattle,F,In store,2017-08-09T12:26:11.886Z
,,,Denver,F,Phone,2016-11-22T07:18:28.871Z
,,,Seattle,F,Online,2015-11-24T20:23:40.507Z
,,,London,F,Online,2015-11-05T08:28:50.685Z
,,,Seattle,F,Phone,2016-12-22T07:36:22.052Z
,,,London,F,Online,2013-06-16T23:18:32.845Z
,,,New York,F,Online,2014-05-19T05:08:51.003Z
,,,Denver,F,In store,2013-04-13T00:20:18.230Z
,,,New York,M,Online,2015-09-10T12:14:54.060Z
,,,New York,M,Phone,2014-03-19T02:11:07.245Z
,,,London,M,In store,2014-10-21T16:17:26.202Z
,,,Denver,F,Phone,2017-01-13T14:26:00.998Z
,,,Austin,M,Phone,2014-04-14T14:19:30.393Z
,,,Denver,F,In store,2013-12-12T10:40:34.887Z
,,,Denver,M,Online,2013-10-18T00:09:08.910Z
,,,Denver,F,Phone,2016-12-26T18:14:54.027Z
,,,Austin,M,In store,2015-10-05T02:57:58.675Z
,,,Austin,F,Online,2013-11-05T02:07:37.367Z
,,,Seattle,M,Online,2017-12-01T18:53:46.270Z
,,,Seattle,F,Online,2015-11-19T21:13:56.551Z
,,,Seattle,F,In store,2015-01-04T10:52:26.863Z
,,,Seattle,M,In store,2015-04-06T05:56:00.436Z
,,,Seattle,F,Phone,2013-06-22T09:15:01.460Z
,,,Denver,M,In store,2013-10-01T04:12:52.200Z
,,,Seattle,M,In store,2015-06-27T11:51:38.283Z
,,,San Diego,F,In store,2013-07-19T11:42:49.121Z
,,,Seattle,F,Online,2016-05-12T13:27:51.554Z
,,,New York,F,In store,2017-04-30T05:24:25.687Z
,,,Seattle,F,In store,2015-03-10T06:40:08.378Z
,,,London,M,Phone,2017-04-30T05:52:14.828Z
,,,San Diego,M,Phone,2016-10-15T18:26:38.975Z
,,,London,F,In store,2013-04-12T13:32:46.370Z
,,,Seattle,F,Online,2013-10-06T05:13:38.320Z
,,,Denver,M,Phone,2016-05-22T06:19:41.513Z
,,,Denver,M,In store,2016-01-10T20:11:47.097Z
,,,London,F,In store,2016-02-09T08:58:41.413Z
,,,New York,M,In store,2013-08-22T18:03:58.194Z
,,,New York,F,Online,2014-12-22T03:11:29.552Z
,,,Denver,F,In store,2017-09-23T01:49:12.684Z
,,,Seattle,M,In store,2013-09-02T02:47:27.389Z
,,,New York,F,In store,2014-05-05T16:28:36.616Z
,,,London,F,In store,2013-07-24T01:11:32.976Z
,,,Denver,M,In store,2017-12-24T15:33:25.560Z
,,,Seattle,F,Online,2017-06-11T07:48:10.192Z
,,,New York,M,In store,2017-02-10T18:08:15.928Z
,,,Austin,M,In store,2017-10-22T14:41:09.973Z
,,,London,M,Online,2013-10-15T09:16:06.104Z
,,,London,M,In store,2014-08-09T08:51:42.963Z
,,,Seattle,F,Online,2016-11-09T12:03:26.316Z
,,,Denver,M,Online,2015-06-24T21:41:28.907Z
,,,Seattle,F,Online,2013-08-01T07:04:58.585Z
,,,Denver,M,In store,2017-12-28T16:31:25.167Z
,,,London,M,In store,2015-06-12T18:46:17.502Z
,,,Seattle,F,In store,2013-06-30T20:03:59.597Z
,,,San Diego,F,Phone,2014-11-11T10:06:23.484Z
,,,Austin,M,In store,2017-02-28T11:46:56.933Z
,,,New York,M,In store,2014-08-13T01:48:08.692Z
,,,Denver,M,In store,2015-12-04T18:36:00.188Z
,,,Denver,M,Online,2014-07-16T07:56:48.090Z
,,,New York,F,In store,2015-10-18T06:13:42.213Z
,,,London,F,In store,2013-04-30T03:50:10.825Z
,,,New York,M,Online,2017-02-22T08:35:45.904Z
,,,Denver,M,In store,2014-09-14T09:04:07.479Z
,,,London,M,In store,2013-04-06T06:54:50.068Z
,,,San Diego,F,Online,2014-04-19T05:02:02.871Z
,,,Denver,M,Phone,2016-10-23T03:04:54.718Z
,,,New York,M,In store,2016-08-15T05:39:35.916Z
,,,Denver,F,Online,2013-12-01T20:16:17.211Z
,,,San Diego,M,In store,2013-11-10T20:52:39.768Z
,,,Denver,M,Online,2016-02-24T20:57:29.801Z
,,,Austin,F,In store,2013-06-11T00:29:24.505Z
,,,London,M,In store,2016-02-04T02:25:00.372Z
,,,London,M,In store,2014-09-30T17:01:39.894Z
,,,Denver,F,In store,2015-09-03T18:42:41.176Z
,,,New York,F,In store,2014-02-04T00:43:58.725Z
,,,Austin,M,Phone,2013-04-16T21:58:48.070Z
,,,Denver,M,In store,2016-06-20T06:57:50.364Z
,,,Austin,F,Online,2015-05-20T00:41:40.657Z
,,,London,M,Phone,2016-01-29T04:44:53.698Z
,,,Denver,M,Phone,2017-11-29T07:45:26.624Z
,,,New York,M,In store,2017-07-10T02:46:39.289Z
,,,Denver,M,Online,2015-03-04T10:23:12.706Z
,,,Denver,F,In store,2015-06-12T11:12:04.628Z
,,,Austin,F,In store,2014-10-23T22:54:14.533Z
,,,San Diego,F,Online,2017-04-16T00:47:40.993Z
,,,London,F,Online,2017-01-02T16:03:32.136Z
,,,Austin,F,In store,2013-07-29T04:35:49.644Z
,,,Austin,M,In store,2014-09-09T05:22:23.227Z
,,,Denver,M,Online,2015-11-06T21:12:18.319Z
,,,London,M,In store,2017-09-27T23:03:52.040Z
,,,Seattle,F,In store,2015-08-04T23:34:27.729Z
,,,Denver,F,Online,2015-08-14T10:52:14.738Z
,,,Seattle,M,In store,2017-01-29T05:13:52.832Z
,,,London,M,Phone,2015-01-13T21:27:03.545Z
,,,Denver,F,Online,2014-11-22T20:34:34.698Z
,,,New York,F,Phone,2017-04-06T15:01:17.979Z
,,,New York,F,In store,2016-04-22T20:57:14.721Z
,,,Austin,F,In store,2017-04-25T15:10:49.167Z
,,,London,M,Online,2017-03-04T02:39:52.764Z
,,,Denver,F,In store,2014-12-01T08:51:43.541Z
,,,London,M,In store,2014-03-17T19:23:22.868Z
,,,Seattle,F,In store,2016-11-11T10:44:09.272Z
,,,Austin,M,Online,2013-07-26T02:49:26.860Z
,,,London,F,Online,2014-10-26T14:40:47.828Z
,,,New York,F,Online,2015-01-24T16:23:00.065Z
,,,New York,F,Phone,2015-01-31T23:23:22.922Z
,,,London,M,In store,2013-07-12T10:15:39.918Z
,,,Denver,F,Phone,2014-05-22T02:47:41.373Z
,,,Austin,F,In store,2016-04-04T07:28:19.761Z
,,,New York,M,In store,2015-07-08T23:51:37.405Z
,,,Seattle,F,Online,2013-03-23T16:00:19.579Z
,,,Austin,F,Phone,2013-05-27T10:56:47.031Z
,,,Denver,M,Online,2015-06-23T09:48:31.917Z
,,,San Diego,F,In store,2016-11-13T11:33:05.703Z
,,,Austin,F,In store,2016-07-23T09:59:23.422Z
,,,Austin,M,Online,2015-08-17T00:52:36.095Z
,,,Denver,M,In store,2017-02-03T01:51:05.349Z
,,,Seattle,F,In store,2015-01-12T12:42:46.261Z
,,,Denver,M,In store,2013-02-07T05:07:17.889Z
,,,Denver,M,In store,2016-08-14T19:54:30.476Z
,,,London,M,In store,2017-12-24T06:01:20.620Z
,,,Denver,M,Online,2015-09-26T09:12:33.199Z
,,,Seattle,F,Online,2013-11-12T02:42:17.609Z
,,,New York,F,In store,2014-03-13T13:43:06.734Z
,,,Seattle,F,Online,2014-04-27T02:29:34.765Z
,,,Denver,F,In store,2015-02-28T23:14:15.443Z
,,,Austin,F,Phone,2017-09-18T17:12:38.334Z
,,,Seattle,F,In store,2017-11-29T12:53:44.627Z
,,,Seattle,F,In store,2015-03-03T05:27:25.482Z
,,,Austin,M,In store,2017-09-06T15:15:57.893Z
,,,New York,M,Phone,2014-09-05T09:26:40.870Z
,,,Austin,F,Phone,2014-12-31T06:30:31.837Z
,,,Denver,F,Online,2014-11-16T07:21:47.691Z
,,,Seattle,M,Online,2015-01-13T04:43:00.344Z
,,,Denver,F,Online,2017-09-10T14:59:12.896Z
,,,Denver,M,In store,2013-05-05T19:52:36.539Z
,,,Denver,F,Online,2014-01-06T18:31:02.701Z
,,,Seattle,F,In store,2017-06-08T07:05:11.645Z
,,,Denver,M,In store,2017-04-27T16:18:15.702Z
,,,Austin,M,Online,2014-07-15T21:23:58.700Z
,,,San Diego,M,In store,2013-02-16T13:23:55.022Z
,,,San Diego,F,Phone,2017-01-07T15:39:39.645Z
,,,Austin,F,Online,2015-01-21T14:02:38.056Z
,,,Denver,F,Online,2014-05-01T14:20:52.146Z
,,,Seattle,F,Online,2013-03-28T21:38:39.456Z
,,,Seattle,F,Online,2013-03-13T10:06:21.381Z
,,,London,F,Online,2014-01-29T18:39:15.258Z
,,,New York,F,In store,2017-10-14T10:23:29.528Z
,,,Austin,F,Online,2014-10-07T23:44:54.562Z
,,,Seattle,F,Online,2013-01-16T17:11:26.092Z
,,,Denver,F,In store,2014-12-16T14:11:15.865Z
,,,Denver,F,In store,2017-03-24T07:42:59.452Z
,,,Austin,M,Online,2014-11-13T17:22:57.541Z
,,,New York,F,In store,2016-04-13T01:10:41.757Z
,,,Denver,F,In store,2017-05-31T16:00:20.428Z
,,,Seattle,F,Phone,2014-01-20T09:28:24.733Z
,,,Denver,F,In store,2013-10-15T20:00:01.424Z
,,,New York,M,Phone,2014-07-11T16:31:07.306Z
,,,Seattle,F,In store,2017-10-19T14:24:24.327Z
,,,Denver,M,In store,2014-07-19T15:18:27.033Z
,,,Austin,M,In store,2016-12-26T23:55:06.914Z
,,,London,M,In store,2017-08-27T07:04:51.976Z
,,,London,F,In store,2015-02-17T15:52:56.124Z
,,,Denver,F,In store,2015-11-12T23:31:43.365Z
,,,New York,F,Online,2016-11-10T14:19:09.699Z
,,,Seattle,F,In store,2014-08-13T00:10:22.676Z
,,,Denver,M,In store,2014-08-28T01:11:50.853Z
,,,New York,F,Online,2014-11-04T15:57:53.260Z
,,,Denver,F,In store,2015-10-05T09:04:40.038Z
,,,Austin,M,Online,2017-04-30T22:22:28.747Z
,,,San Diego,F,In store,2016-01-09T13:54:09.977Z
,,,New York,M,Phone,2016-07-02T11:34:05.077Z
,,,Denver,F,Online,2015-03-16T21:16:42.607Z
,,,New York,M,In store,2017-01-30T07:05:33.643Z
,,,London,F,In store,2017-01-31T08:19:28.109Z
,,,London,F,Online,2015-05-16T13:05:19.855Z
,,,Denver,F,Online,2014-07-13T20:22:32.845Z
,,,London,F,In store,2016-10-13T19:33:46.321Z
,,,Austin,F,In store,2017-09-05T17:49:43.272Z
,,,Seattle,M,In store,2016-04-19T18:48:02.793Z
,,,Austin,M,Online,2013-07-20T06:50:07.809Z
,,,London,F,In store,2017-06-12T23:28:29.799Z
,,,Seattle,F,In store,2013-04-03T04:23:34.582Z
,,,Denver,F,In store,2015-03-10T08:38:40.078Z
,,,London,M,In store,2016-01-25T19:50:05.190Z
,,,London,F,Online,2017-08-07T16:32:06.988Z
,,,Austin,F,In store,2016-09-26T04:15:01.638Z
,,,San Diego,M,In store,2015-07-09T04:03:09.097Z
,,,Denver,F,Online,2015-05-02T13:23:07.888Z
,,,New York,F,Online,2016-03-14T11:59:40.203Z
,,,New York,F,In store,2017-11-02T02:43:13.321Z
,,,New York,M,In store,2016-07-10T23:05:29.425Z
,,,Denver,M,In store,2014-08-07T04:36:00.562Z
,,,Seattle,F,Phone,2017-04-27T08:59:38.082Z
,,,New York,M,Online,2017-10-26T08:06:37.316Z
,,,Denver,F,In store,2017-02-03T12:14:30.119Z
,,,Seattle,F,In store,2013-06-10T09:43:05.730Z
,,,San Diego,F,Online,2016-11-05T16:42:04.048Z
,,,Denver,F,In store,2015-05-16T11:33:11.855Z
,,,Denver,M,Phone,2015-02-27T18:37:37.186Z
,,,Austin,F,In store,2017-06-16T11:45:36.238Z
,,,Denver,M,In store,2013-09-11T22:56:40.167Z
,,,Denver,M,Online,2017-01-11T16:35:56.216Z
,,,Seattle,M,Online,2013-03-19T15:55:55.750Z
,,,Austin,M,In store,2016-04-16T12:13:09.285Z
,,,London,F,In store,2013-07-21T23:39:10.128Z
,,,Denver,F,Online,2014-05-25T00:12:48.265Z
,,,Seattle,F,In store,2017-05-14T19:14:54.437Z
,,,Denver,M,In store,2016-09-17T05:49:31.469Z
,,,London,F,In store,2015-03-01T08:08:58.614Z
,,,Seattle,M,In store,2014-09-18T08:52:40.515Z
,,,Denver,M,In store,2015-02-19T09:07:23.334Z
,,,Seattle,F,In store,2016-09-17T12:38:23.909Z
,,,New York,F,Online,2017-01-11T14:39:45.276Z
,,,Seattle,F,Online,2015-04-26T01:14:17.700Z
,,,Seattle,F,In store,2017-06-25T17:16:05.177Z
,,,Denver,M,Phone,2015-10-11T09:31:36.708Z
,,,Austin,F,Online,2013-06-12T23:52:46.895Z
,,,London,M,Online,2013-03-26T17:04:44.694Z
,,,Denver,F,In store,2015-05-20T03:44:00.361Z
,,,Denver,F,Phone,2017-01-02T22:36:44.875Z
,,,Denver,F,In store,2014-04-06T17:03:23.125Z
,,,London,F,In store,2015-01-26T20:49:11.736Z
,,,London,M,In store,2016-07-22T09:10:03.375Z
,,,Denver,M,In store,2013-04-08T00:41:28.986Z
,,,Seattle,F,In store,2016-12-10T05:13:40.611Z
,,,Denver,M,Online,2013-01-01T04:28:58.762Z
,,,Denver,M,Online,2015-12-17T17:50:26.133Z
,,,New York,M,Online,2014-12-19T11:30:35.301Z
,,,Austin,M,In store,2017-01-29T05:57:59.691Z
,,,Seattle,M,In store,2015-10-14T09:55:26.471Z
,,,London,F,In store,2014-06-23T11:00:06.818Z
,,,Seattle,F,Online,2015-04-30T18:57:58.437Z
,,,Seattle,M,In store,2017-03-03T13:59:03.195Z
,,,Denver,M,In store,2017-09-28T00:45:47.802Z
,,,London,F,Online,2014-07-02T03:22:34.589Z
,,,Denver,M,In store,2015-05-02T18:46:22.981Z
,,,Denver,F,Online,2013-05-13T19:51:12.779Z
,,,Seattle,M,Online,2016-09-10T22:50:50.549Z
,,,New York,M,Phone,2013-08-11T11:50:30.014Z
,,,Denver,F,Online,2015-07-03T06:50:03.884Z
,,,Denver,M,Online,2016-11-04T13:19:27.968Z
,,,San Diego,M,Online,2014-12-11T18:32:37.984Z
,,,Denver,M,In store,2016-12-29T12:15:05.185Z
,,,Austin,F,In store,2017-10-10T05:00:30.400Z
,,,New York,M,Online,2016-09-14T19:26:47.062Z
,,,Denver,M,In store,2015-08-22T14:44:55.490Z
,,,Seattle,F,In store,2015-07-15T08:35:42.400Z
,,,Seattle,F,Online,2016-04-22T05:19:54.593Z
,,,London,F,Phone,2017-09-21T18:48:27.293Z
,,,London,M,In store,2014-12-11T20:06:41.068Z
,,,Denver,F,Online,2014-02-18T19:19:20.227Z
,,,London,M,Phone,2017-09-06T20:24:59.755Z
,,,Seattle,M,In store,2014-11-20T13:41:43.819Z
,,,Austin,M,Online,2017-08-31T19:24:02.905Z
,,,San Diego,F,Online,2014-01-03T07:54:06.345Z
,,,Austin,M,In store,2016-09-11T11:56:32.316Z
,,,San Diego,M,In store,2016-05-21T08:56:20.969Z
,,,Denver,M,In store,2015-04-15T03:12:13.438Z
,,,Denver,F,Online,2015-07-31T16:57:23.559Z
,,,Austin,F,In store,2015-02-09T08:30:09.795Z
,,,Denver,F,Phone,2017-11-14T08:04:40.498Z
,,,Seattle,F,Online,2015-02-25T01:04:22.200Z
,,,Denver,M,In store,2015-11-25T16:35:09.900Z
,,,London,M,In store,2016-02-19T04:26:51.400Z
,,,Austin,M,Online,2013-10-27T21:47:30.101Z
,,,San Diego,F,In store,2013-02-06T15:31:18.580Z
,,,New York,M,In store,2013-12-27T00:56:18.317Z
,,,Seattle,M,In store,2016-05-14T20:08:50.881Z
,,,London,F,In store,2017-08-11T03:45:53.597Z
,,,Seattle,F,Online,2013-06-05T00:22:16.804Z
,,,Denver,M,In store,2015-11-24T17:12:53.411Z
,,,Denver,M,Online,2015-02-17T07:24:28.351Z
,,,San Diego,F,In store,2013-12-07T02:49:27.838Z
,,,Austin,F,Online,2015-01-21T15:24:14.766Z
,,,Seattle,F,In store,2013-04-10T12:12:34.910Z
,,,Denver,F,In store,2016-11-14T19:17:04.617Z
,,,San Diego,M,Online,2016-06-01T22:47:29.638Z
,,,New York,F,Online,2016-08-10T10:26:46.692Z
,,,London,F,In store,2016-09-17T14:25:43.986Z
,,,Austin,M,In store,2013-02-15T21:47:44.356Z
,,,London,F,In store,2016-09-19T16:14:49.898Z
,,,Austin,M,In store,2017-12-31T18:15:34.758Z
,,,New York,F,In store,2014-06-27T12:50:16.762Z
,,,New York,F,In store,2014-12-04T14:16:52.664Z
,,,Denver,F,In store,2014-07-13T19:35:50.753Z
,,,Denver,F,In store,2016-11-14T08:52:18.116Z
,,,Austin,M,Online,2013-01-03T08:38:58.629Z
,,,New York,M,In store,2017-10-29T13:53:42.136Z
,,,Denver,F,In store,2015-07-12T14:41:55.688Z
,,,New York,M,In store,2017-09-25T22:37:56.029Z
,,,Denver,F,Online,2014-05-25T02:40:09.238Z
,,,Austin,M,In store,2014-08-29T10:40:59.259Z
,,,London,F,In store,2017-10-10T22:15:20.271Z
,,,Seattle,M,Online,2015-09-28T06:06:31.084Z
,,,Austin,F,In store,2017-02-20T07:17:04.146Z
,,,Seattle,F,Online,2014-08-02T08:29:53.670Z
,,,Austin,F,In store,2016-04-06T05:45:02.899Z
,,,London,M,Online,2014-08-15T03:38:47.978Z
,,,Austin,F,In store,2015-08-30T04:24:29.454Z
,,,Denver,F,Online,2014-06-06T08:48:05.357Z
,,,Seattle,M,Online,2015-01-19T09:59:36.686Z
,,,Seattle,M,In store,2016-06-12T10:48:32.230Z
,,,Denver,M,Online,2016-03-30T16:41:01.355Z
,,,London,M,Online,2015-10-19T15:21:22.361Z
,,,Seattle,M,In store,2014-01-18T14:50:55.262Z
,,,London,M,In store,2017-05-24T06:37:27.485Z
,,,Denver,F,Online,2013-05-05T16:54:57.915Z
,,,London,F,Phone,2015-09-08T14:56:20.654Z
,,,London,M,In store,2017-07-19T23:38:43.586Z
,,,Denver,M,In store,2013-11-11T07:27:51.792Z
,,,San Diego,F,In store,2013-01-20T17:24:10.406Z
,,,Seattle,M,In store,2016-06-19T20:41:28.683Z
,,,Seattle,F,Online,2017-07-03T02:54:07.075Z
,,,Seattle,F,In store,2014-08-22T07:15:56.998Z
,,,Denver,F,Online,2014-03-20T03:15:01.387Z
,,,Denver,M,In store,2015-05-14T19:20:00.097Z
,,,Denver,M,Online,2013-02-09T05:08:29.488Z
,,,Austin,M,In store,2017-07-20T08:43:22.822Z
,,,Denver,F,In store,2016-06-15T09:00:33.374Z
,,,Denver,M,Online,2013-04-01T16:00:10.243Z
,,,London,F,In store,2015-04-13T09:03:46.280Z
,,,London,M,In store,2013-10-16T00:50:22.898Z
,,,Denver,F,In store,2016-08-22T21:49:28.492Z
,,,London,F,Online,2013-04-28T02:27:45.180Z
,,,Seattle,F,In store,2017-06-27T10:03:06.939Z
,,,Seattle,F,Phone,2015-12-12T02:04:22.766Z
,,,London,F,In store,2013-03-05T10:26:11.718Z
,,,Austin,F,In store,2015-02-16T11:25:18.611Z
,,,Seattle,M,Online,2014-02-01T02:21:57.698Z
,,,Denver,M,Phone,2016-12-09T03:54:39.682Z
,,,London,F,Online,2017-07-11T12:49:18.524Z
,,,Denver,M,Phone,2016-03-05T21:54:53.688Z
,,,Denver,F,In store,2013-01-01T20:27:40.389Z
,,,Seattle,M,Online,2014-08-31T01:00:50.884Z
,,,New York,F,In store,2016-08-01T12:16:39.583Z
,,,Denver,M,Phone,2014-09-24T09:43:49.566Z
,,,Denver,F,Online,2013-11-04T14:13:08.145Z
,,,Denver,F,In store,2017-09-07T15:50:09.610Z
,,,Austin,F,Online,2016-01-10T21:54:55.885Z
,,,Austin,F,Online,2014-03-04T02:54:20.349Z
,,,Denver,F,In store,2014-08-27T10:22:14.198Z
,,,London,M,In store,2016-09-17T04:57:34.393Z
,,,Seattle,F,Online,2013-05-18T07:35:31.810Z
,,,Austin,F,In store,2015-11-13T02:43:12.961Z
,,,Austin,F,In store,2017-06-25T15:10:29.285Z
,,,Denver,F,Online,2017-01-19T13:54:27.220Z
,,,Denver,M,Online,2017-01-05T10:52:26.641Z
,,,Denver,F,In store,2017-05-18T08:13:04.621Z
,,,Denver,F,Online,2017-02-08T12:55:40.604Z
,,,Denver,F,In store,2017-12-28T00:19:31.213Z
,,,New York,M,In store,2017-03-04T20:27:52.123Z
,,,Denver,M,In store,2016-10-28T05:43:02.647Z
,,,Seattle,F,Online,2017-04-21T18:14:11.708Z
,,,Seattle,M,Phone,2015-11-24T21:49:15.870Z
,,,London,F,In store,2014-09-26T04:03:31.396Z
,,,New York,F,Online,2013-06-26T16:40:56.692Z
,,,Seattle,M,Online,2013-02-24T23:52:02.516Z
,,,Denver,F,In store,2014-07-13T02:10:27.240Z
,,,London,M,Online,2016-03-08T00:07:28.304Z
,,,Denver,M,In store,2015-04-08T00:06:44.608Z
,,,Austin,F,In store,2016-05-07T02:02:26.831Z
,,,Austin,F,In store,2017-01-05T16:17:48.205Z
,,,Seattle,F,Phone,2016-07-13T01:27:54.044Z
,,,New York,M,In store,2017-11-05T08:23:42.675Z
,,,San Diego,M,In store,2014-01-17T09:19:07.595Z
,,,New York,M,In store,2015-01-19T19:52:43.951Z
,,,Seattle,M,Online,2013-11-06T06:38:25.927Z
,,,Seattle,F,In store,2014-03-11T21:01:36.486Z
,,,Denver,M,In store,2017-05-10T07:17:54.560Z
,,,Seattle,F,Online,2017-12-27T04:58:47.194Z
,,,London,F,In store,2017-01-26T15:17:33.361Z
,,,New York,F,In store,2016-12-06T13:45:49.097Z
,,,Seattle,F,Phone,2016-10-25T04:31:33.893Z
,,,New York,F,In store,2017-08-13T11:12:09.172Z
,,,Seattle,F,Online,2014-03-10T17:22:02.245Z
,,,New York,F,In store,2017-01-30T02:37:56.317Z
,,,San Diego,F,In store,2013-11-06T08:54:14.082Z
,,,San Diego,F,Online,2017-07-13T08:36:21.692Z
,,,London,M,In store,2015-12-30T10:25:45.491Z
,,,Seattle,F,In store,2015-11-20T13:18:30.776Z
,,,London,M,In store,2017-03-27T19:36:37.590Z
,,,Denver,M,In store,2014-12-05T23:35:18.281Z
,,,New York,F,In store,2014-03-05T21:23:20.041Z
,,,New York,M,Online,2017-09-18T07:24:48.441Z
,,,Denver,M,In store,2017-12-31T07:09:54.209Z
,,,London,M,Online,2014-02-07T04:40:26.543Z
,,,Denver,F,In store,2017-04-08T00:38:21.855Z
,,,Denver,F,In store,2016-09-25T17:36:12.596Z
,,,Denver,M,Online,2013-08-18T03:11:10.184Z
,,,London,F,In store,2013-09-25T21:43:57.822Z
,,,New York,M,In store,2013-11-01T05:39:49.915Z
,,,Austin,M,Online,2013-02-08T02:32:20.073Z
,,,San Diego,M,Phone,2013-12-26T18:41:35.827Z
,,,London,M,In store,2014-04-13T12:16:48.832Z
,,,Seattle,M,Phone,2017-10-12T01:50:40.872Z
,,,London,F,In store,2017-04-25T16:01:50.740Z
,,,Denver,M,In store,2013-06-04T08:02:48.574Z
,,,Denver,M,In store,2014-08-29T10:06:47.472Z
,,,New York,M,Phone,2016-07-13T00:53:31.531Z
,,,London,F,In store,2013-10-24T00:57:59.735Z
,,,Austin,F,Phone,2013-06-23T01:12:41.192Z
,,,Seattle,F,In store,2017-11-20T10:41:07.856Z
,,,Denver,F,In store,2016-12-16T16:19:23.899Z
,,,Seattle,F,Online,2015-04-20T12:20:11.709Z
,,,New York,F,In store,2015-04-02T01:36:09.898Z
,,,London,M,Phone,2013-02-16T08:31:32.991Z
,,,Austin,F,In store,2013-08-17T16:00:21.263Z
,,,Seattle,F,In store,2016-03-15T20:14:06.356Z
,,,New York,M,In store,2013-11-21T14:18:49.378Z
,,,London,M,Online,2013-09-14T05:13:36.738Z
,,,London,M,Online,2014-05-24T13:00:05.435Z
,,,Austin,F,In store,2013-10-15T18:38:25.706Z
,,,Seattle,M,Online,2017-01-31T04:42:34.909Z
,,,London,M,In store,2013-01-13T17:06:49.116Z
,,,Seattle,F,Online,2013-09-04T12:01:25.044Z
,,,Seattle,F,Online,2013-07-22T00:02:49.559Z
,,,Denver,M,Phone,2014-06-06T06:05:35.870Z
,,,San Diego,M,In store,2013-10-28T03:57:14.026Z
,,,Denver,F,Phone,2016-07-03T16:58:00.763Z
,,,London,F,In store,2015-06-27T17:46:10.241Z
,,,Austin,M,In store,2017-05-07T12:41:41.967Z
,,,Denver,M,In store,2016-08-22T18:21:07.568Z
,,,Seattle,F,In store,2017-03-27T18:37:05.173Z
,,,Seattle,F,In store,2017-08-18T08:53:27.655Z
,,,Seattle,F,In store,2015-08-16T03:59:39.043Z
,,,Seattle,F,In store,2014-12-06T06:46:18.320Z
,,,Denver,M,Online,2016-01-31T00:37:26.359Z
,,,San Diego,F,In store,2014-04-05T23:24:11.691Z
,,,London,F,Online,2017-06-26T12:28:59.236Z
,,,Seattle,M,Online,2015-11-06T21:50:20.494Z
,,,Seattle,M,In store,2017-09-11T07:22:10.429Z
,,,London,F,In store,2014-09-03T03:01:29.177Z
,,,Seattle,M,In store,2017-04-20T16:07:48.354Z
,,,Denver,F,Phone,2014-07-17T05:56:06.028Z
,,,Denver,M,In store,2013-07-12T18:32:45.782Z
,,,London,M,In store,2013-01-04T00:23:27.466Z
,,,Denver,F,In store,2014-01-20T03:53:44.388Z
,,,Denver,F,In store,2013-01-13T14:37:50.470Z
,,,Denver,F,In store,2016-10-28T08:13:13.253Z
,,,Denver,M,In store,2015-03-07T23:51:43.040Z
,,,Seattle,M,Online,2015-03-06T17:05:09.300Z
,,,Seattle,M,In store,2013-02-03T00:03:51.310Z
,,,San Diego,M,In store,2014-05-04T01:51:29.087Z
,,,Seattle,F,In store,2014-06-29T13:46:04.087Z
,,,Denver,F,In store,2015-11-08T19:05:35.948Z
,,,London,F,In store,2014-04-20T17:55:18.671Z
,,,New York,M,In store,2015-02-19T17:02:26.118Z
,,,Denver,F,Online,2014-08-09T14:40:53.619Z
,,,New York,F,Online,2014-11-06T12:56:32.629Z
,,,London,F,In store,2017-12-16T05:25:53.099Z
,,,Seattle,F,In store,2013-06-09T03:31:28.261Z
,,,Denver,F,Online,2015-08-20T15:57:55.362Z
,,,Denver,M,Online,2014-06-08T05:29:46.454Z
,,,Austin,M,Online,2013-01-29T01:53:24.306Z
,,,London,M,In store,2016-12-27T00:34:43.933Z
,,,Seattle,M,Online,2017-12-31T16:11:17.768Z
,,,San Diego,M,In store,2017-02-22T03:29:19.201Z
,,,Seattle,M,Phone,2014-11-13T21:53:45.657Z
,,,New York,M,Online,2013-05-28T06:22:20.652Z
,,,London,F,In store,2013-07-26T08:59:10.013Z
,,,San Diego,M,Online,2015-08-22T01:54:17.094Z
,,,Denver,F,In store,2017-06-16T08:23:32.376Z
,,,London,F,In store,2017-12-15T18:44:14.461Z
,,,Denver,F,Phone,2015-07-24T13:33:59.448Z
,,,London,F,In store,2017-05-06T21:07:17.092Z
,,,Denver,M,Online,2014-03-15T20:08:28.309Z
,,,Denver,M,Online,2017-09-12T18:06:43.514Z
,,,Seattle,M,In store,2016-01-23T06:42:00.819Z
,,,Denver,M,Phone,2014-12-07T06:36:18.292Z
,,,Denver,F,In store,2016-05-13T20:37:40.481Z
,,,London,F,In store,2015-01-09T02:17:51.632Z
,,,Seattle,F,In store,2014-09-12T08:31:31.484Z
,,,Denver,F,In store,2013-07-18T01:00:44.069Z
,,,Denver,F,In store,2016-11-26T21:17:08.595Z
,,,Denver,F,Phone,2014-03-31T07:40:45.613Z
,,,Denver,M,In store,2015-07-26T02:47:58.031Z
,,,Denver,M,In store,2016-09-11T16:22:56.213Z
,,,New York,F,In store,2017-04-26T00:06:22.001Z
,,,Austin,F,In store,2017-09-07T05:23:55.942Z
,,,New York,M,Online,2014-04-02T23:38:04.010Z
